Key,ShortKey,Source,Row,Module,Field,Character,CN,EN
Event_7402_ChoiceDesc3,aAWZ,s事件_Event_A.csv,1131,Event,ChoiceDesc3,,【无视】从3张指令卡中选择1张获得刻印：「(EnchantConfig.Arg1)」,"[Ignore] Engrave the Orison ""(EnchantConfig.Arg1)"" on a random Command card."
Event_7308_ChoiceDesc1,aABn,s事件_Event_A.csv,1135,Event,ChoiceDesc1,,【反驳它们】感染「(Skill.Arg1)」，随机1张卡牌获得刻印：「(EnchantConfig.Arg2)」,"[Refute Them] Engrave the Orison ""(EnchantConfig.Arg2)"" on a random Command card, but develop ""(Skill.Arg1)""."
Event_7308_ChoiceDesc2,aABo,s事件_Event_A.csv,1135,Event,ChoiceDesc2,,【附和它们】感染「(Skill.Arg1)」，随机1张卡牌获得刻印：「(EnchantConfig.Arg2)」,"[Follow them] Engrave the Orison ""(EnchantConfig.Arg2)"" on a random Command card, but develop ""(Skill.Arg1)""."
Event_7308_ChoiceDesc3,aABp,s事件_Event_A.csv,1135,Event,ChoiceDesc3,,【提出新观点】从3张指令卡中选择1张获得刻印：「(EnchantConfig.Arg1)」,"[Propose New Idea] Engrave the Orison ""(EnchantConfig.Arg1)"" on a random Command card."
Event_91480_ChoiceDesc1,byPT,s事件_Event_A.csv,1139,Event,ChoiceDesc1,,【加入】感染「(Skill.Arg1)」，随机1张卡牌获得刻印：「(EnchantConfig.Arg2)」,"[Apply] Engrave the Orison ""(EnchantConfig.Arg2)"" on a random Command card, but develop ""(Skill.Arg1)""."
Event_91480_ChoiceDesc2,byPU,s事件_Event_A.csv,1139,Event,ChoiceDesc2,,【驱赶】感染「(Skill.Arg1)」，随机1张卡牌获得刻印：「(EnchantConfig.Arg2)」,"[Drive] Engrave the Orison ""(EnchantConfig.Arg2)"" on a random Command card, but develop ""(Skill.Arg1)""."
Event_91480_ChoiceDesc3,byPV,s事件_Event_A.csv,1139,Event,ChoiceDesc3,,【漠视】从3张指令卡中选择1张获得刻印：「(EnchantConfig.Arg1)」,"[Ostracise] Engrave the Orison ""(EnchantConfig.Arg1)"" on a random Command card."
Event_7543_ChoiceDesc1,aBQH,s事件_Event_A.csv,1143,Event,ChoiceDesc1,,【证明哥德巴赫猜想】获得白银造物「(RelicConfig.Arg1)」,"[Prove Goldbach's Conjecture] Acquire the Silver Relic ""(RelicConfig.Arg1)"""
Event_7543_ChoiceDesc2,aBQI,s事件_Event_A.csv,1143,Event,ChoiceDesc2,,【旅程的终点】随机1张卡牌获得刻印：「(EnchantConfig.Arg1)」,"[Journey's End] Engrave the Orison ""(EnchantConfig.Arg1)"" on a random Command card."
Event_7543_ChoiceDesc3,aBQJ,s事件_Event_A.csv,1143,Event,ChoiceDesc3,,【拒绝提问】获得50黑印,[Refuse to Ask] Acquire 50 Black Sigils
Event_7312_ChoiceDesc1,aACj,s事件_Event_A.csv,1148,Event,ChoiceDesc1,,【离开】感染「(Skill.Arg1)」，获得50黑印,"[Leave] Acquire 50 Black Sigils, but develop the Symptom ""(Skill.Arg1)""."
Event_7579_ChoiceDesc1,aBYX,s事件_Event_A.csv,1149,Event,ChoiceDesc1,,【离开】获得白银造物「(RelicConfig.Arg1)」,"[Leave] Acquire the Silver Relic ""(RelicConfig.Arg1)"""
Event_7310_ChoiceDesc1,aABL,s事件_Event_A.csv,1150,Event,ChoiceDesc1,,【离开】感染「(Skill.Arg1)」，获得50黑印,"[Leave] Acquire 50 Black Sigils, but develop the Symptom ""(Skill.Arg1)""."
Event_6895_ChoiceDesc1,ayJz,s事件_Event_A.csv,1151,Event,ChoiceDesc1,,【大声喊叫】获得白银造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Loud Shout] Acquire the Silver Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)""."
Event_6895_ChoiceDesc2,ayJA,s事件_Event_A.csv,1151,Event,ChoiceDesc2,,【感受寂静】获得黄金造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」，「(Skill.Arg3)」,"[Embrace Silence] Acquire the Golden Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)"" and ""(Skill.Arg3)""."
Event_6895_ChoiceDesc3,ayJB,s事件_Event_A.csv,1151,Event,ChoiceDesc3,,【浮出水面】获得25黑印,[Surface] Acquire 25 Black Sigils
Event_7281_ChoiceDesc1,aAvb,s事件_Event_A.csv,1155,Event,ChoiceDesc1,,【加入祈祷】获得白银造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Join the Prayer] Acquire the Silver Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)""."
Event_7281_ChoiceDesc2,aAvc,s事件_Event_A.csv,1155,Event,ChoiceDesc2,,【沉入大海】获得黄金造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」，「(Skill.Arg3)」,"[Sink into Ocean] Acquire the Golden Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)"" and ""(Skill.Arg3)""."
Event_7281_ChoiceDesc3,aAvd,s事件_Event_A.csv,1155,Event,ChoiceDesc3,,【浮出水面】获得25黑印,[Surface] Acquire 25 Black Sigils
Event_35936_ChoiceDesc1,awLL,s事件_Event_A.csv,1159,Event,ChoiceDesc1,,【自嘲】获得白银造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Self-Deprecation] Acquire the Silver Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)""."
Event_35936_ChoiceDesc2,awLM,s事件_Event_A.csv,1159,Event,ChoiceDesc2,,【追问到底】获得黄金造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」，「(Skill.Arg3)」,"[Pursue] Acquire the Golden Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)"" and ""(Skill.Arg3)""."
Event_35936_ChoiceDesc3,awLN,s事件_Event_A.csv,1159,Event,ChoiceDesc3,,【不再想】获得25黑印,[Stop Thinking] Acquire 25 Black Sigils
Event_36724_ChoiceDesc1,awMH,s事件_Event_A.csv,1163,Event,ChoiceDesc1,,【跟上它们】获得白银造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Follow them] Acquire the Silver Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)""."
Event_36724_ChoiceDesc2,awMI,s事件_Event_A.csv,1163,Event,ChoiceDesc2,,【抚摸它们】获得黄金造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」，「(Skill.Arg3)」,"[Pet Them] Acquire the Golden Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)"" and ""(Skill.Arg3)""."
Event_36724_ChoiceDesc3,awMJ,s事件_Event_A.csv,1163,Event,ChoiceDesc3,,【不去惊扰】获得25黑印,[Do Not Disturb] Acquire 25 Black Sigils
Event_59629_ChoiceDesc1,aydT,s事件_Event_A.csv,1167,Event,ChoiceDesc1,,【呼吸】获得白银造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Breath] Acquire the Silver Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)""."
Event_59629_ChoiceDesc2,aydU,s事件_Event_A.csv,1167,Event,ChoiceDesc2,,【反击】获得黄金造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」，「(Skill.Arg3)」,"[Counter] Acquire the Golden Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)"" and ""(Skill.Arg3)""."
Event_59629_ChoiceDesc3,aydV,s事件_Event_A.csv,1167,Event,ChoiceDesc3,,【挣扎】获得25黑印,[Struggle] Acquire 25 Black Sigils
Event_6903_ChoiceDesc1,ayLr,s事件_Event_A.csv,1171,Event,ChoiceDesc1,,【反驳它们】获得白银造物「(RelicConfig.Arg1)」，选择感染1次症状,"[Counter Them] Acquire the Silver Relic ""(RelicConfig.Arg1)"", but develop 1 out of 3 Symptoms."
Event_6903_ChoiceDesc2,ayLs,s事件_Event_A.csv,1171,Event,ChoiceDesc2,,【附和它们】从3张指令卡中选择1张获得刻印：「(EnchantConfig.Arg1)」，感染「(Skill.Arg2)」,"[Follow Them] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards, but develop ""(Skill.Arg2)""."
Event_6903_ChoiceDesc3,ayLt,s事件_Event_A.csv,1171,Event,ChoiceDesc3,,【提出新观点】获得25黑印,[Suggest New Idea] Acquire 25 Black Sigils
Event_7257_ChoiceDesc1,aApz,s事件_Event_A.csv,1172,Event,ChoiceDesc1,,【离开】感染「(Skill.Arg1)」,"[Leave] Develop the Symptom ""(Skill.Arg1)"""
Event_7257_ChoiceDesc2,aApA,s事件_Event_A.csv,1172,Event,ChoiceDesc2,,【离开】感染「(Skill.Arg1)」,"[Leave] Develop the Symptom ""(Skill.Arg1)"""
Event_7257_ChoiceDesc3,aApB,s事件_Event_A.csv,1172,Event,ChoiceDesc3,,【离开】感染「(Skill.Arg1)」,"[Leave] Develop the Symptom ""(Skill.Arg1)"""
Event_80612_ChoiceDesc1,bsnG,s事件_Event_A.csv,1174,Event,ChoiceDesc1,,【投喂他们】获得白银造物「(RelicConfig.Arg1)」，选择感染1次症状,"[Feed Them] Acquire the Silver Relic ""(RelicConfig.Arg1)"", but develop 1 out of 3 Symptoms."
Event_80612_ChoiceDesc2,bsnH,s事件_Event_A.csv,1174,Event,ChoiceDesc2,,【不做理会】从3张指令卡中选择1张获得刻印：「(EnchantConfig.Arg1)」，感染「(Skill.Arg2)」,"[Pay No Mind] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards, but develop ""(Skill.Arg2)""."
Event_80612_ChoiceDesc3,bsnI,s事件_Event_A.csv,1174,Event,ChoiceDesc3,,【离开】获得25黑印,[Leave] Acquire 25 Black Sigils
Event_80617_ChoiceDesc1,bsoO,s事件_Event_A.csv,1175,Event,ChoiceDesc1,,【离开】感染「(Skill.Arg1)」,"[Leave] Develop the Symptom ""(Skill.Arg1)"""
Event_80617_ChoiceDesc2,bsoP,s事件_Event_A.csv,1175,Event,ChoiceDesc2,,【离开】感染「(Skill.Arg1)」,"[Leave] Develop the Symptom ""(Skill.Arg1)"""
Event_80617_ChoiceDesc3,bsoQ,s事件_Event_A.csv,1175,Event,ChoiceDesc3,,【离开】感染「(Skill.Arg1)」,"[Leave] Develop the Symptom ""(Skill.Arg1)"""
Event_47312_ChoiceDesc1,axfr,s事件_Event_A.csv,1177,Event,ChoiceDesc1,,【往前翻页】获得白银造物「(RelicConfig.Arg1)」，选择感染1次症状,"[Turn Page Forward] Acquire the Silver Relic ""(RelicConfig.Arg1)"", but develop 1 out of 3 Symptoms."
Event_47312_ChoiceDesc2,axfs,s事件_Event_A.csv,1177,Event,ChoiceDesc2,,【往后翻页】从3张指令卡中选择1张获得刻印：「(EnchantConfig.Arg1)」，感染「(Skill.Arg2)」,"[Turn Page Backward] Engrave the Orison ""(EnchantConfig.Arg1)"" on 1 of 3 Command cards, but develop ""(Skill.Arg2)""."
Event_47312_ChoiceDesc3,axft,s事件_Event_A.csv,1177,Event,ChoiceDesc3,,【丢弃】获得25黑印,[Discard] Acquire 25 Black Sigils
Event_47311_ChoiceDesc1,axff,s事件_Event_A.csv,1178,Event,ChoiceDesc1,,【离开】感染「(Skill.Arg1)」,"[Leave] Develop the Symptom ""(Skill.Arg1)"""
Event_47311_ChoiceDesc2,axfg,s事件_Event_A.csv,1178,Event,ChoiceDesc2,,【离开】感染「(Skill.Arg1)」,"[Leave] Develop the Symptom ""(Skill.Arg1)"""
Event_47311_ChoiceDesc3,axfh,s事件_Event_A.csv,1178,Event,ChoiceDesc3,,【离开】感染「(Skill.Arg1)」,"[Leave] Develop the Symptom ""(Skill.Arg1)"""
Event_6997_ChoiceDesc1,azhX,s事件_Event_A.csv,1181,Event,ChoiceDesc1,,【学猫叫】50%概率获得125黑印，50%概率感染「(Skill.Arg2)」,"[Imitate Cat's Call] 50% chance to acquire 125 Black Sigils, 50% chance to develop ""(Skill.Arg2)"""
Event_6997_ChoiceDesc2,azhY,s事件_Event_A.csv,1181,Event,ChoiceDesc2,,【投喂食物】75%概率获得100黑印，25%概率感染「(Skill.Arg2)」,"[Feed] 75% chance to acquire 100 Black Sigils, 25% chance to develop ""(Skill.Arg2)"""
Event_6997_ChoiceDesc3,azhZ,s事件_Event_A.csv,1181,Event,ChoiceDesc3,,【拔腿就跑】获得50黑印,[Run Away] Acquire 50 Black Sigils
Event_80624_Name,bsqA,s事件_Event_A.csv,1185,Event,Name,, 尼格尔曼,Spawn of the Shadows
Event_80624_Desc,bsqz,s事件_Event_A.csv,1185,Event,Desc,,「嘿！你，禁止向前。」\n黑猫们突然跳出，阻拦你继续前行。\n它们优雅地舔着爪子，神态桀骜又骄傲。\n「前方充满了危险，可不是你这种弱小的人类可以探索的。」\n你表达了必须向前的决心，这时领头黑猫的竖瞳转了转，展露玩弄猎物的残酷天性。「那就向我们展示你的决心吧。」,"""Hey! You, stop right there.""\nBlack cats suddenly jump out, blocking your way forward.\nThey elegantly lick their paws, their demeanor arrogant and proud.\n""The path ahead is full of dangers, not something a weak human like you can explore.""\nYou express your determination to move forward, and in that moment, the vertical pupils of the clowder's leader shifted, revealing a cruel intention of playing with its prey. ""Then show us your determination."""
Event_80624_ChoiceDesc1,bsqu,s事件_Event_A.csv,1185,Event,ChoiceDesc1,,【攻击黑猫】50%概率获得125黑印，50%概率感染「(Skill.Arg2)」,"[Attack the Cat] 50% chance to acquire 125 Black Sigils, 50% chance to develop ""(Skill.Arg2)"""
Event_80624_ChoiceDesc2,bsqv,s事件_Event_A.csv,1185,Event,ChoiceDesc2,,【学猫叫】75%概率获得100黑印，25%概率感染「(Skill.Arg2)」,"[Meow Like a Cat] 75% chance to acquire 100 Black Sigils, 25% chance to develop ""(Skill.Arg2)"""
Event_80624_ChoiceDesc3,bsqw,s事件_Event_A.csv,1185,Event,ChoiceDesc3,,【尝试撸猫】获得50黑印,[Attempt to Pet the Cat] Acquire 50 Black Sigils
Event_80631_Name,bssg,s事件_Event_A.csv,1186,Event,Name,, 尼格尔曼,Spawn of the Shadows
Event_80631_Desc,bssf,s事件_Event_A.csv,1186,Event,Desc,,「呵，渺小的人类，你做出了错误的选择。」\n黑猫们冷酷地望着你，骤然突袭。\n「你必须付出代价——当然，我们也尊敬强者。」,"""Heh, insignificant human, you made the wrong choice.""\nThe black cats stare coldly at you, then suddenly retaliate.\n""Though we have respect for the brave, you must pay the price."""
Event_80614_Name,bsok,s事件_Event_A.csv,1187,Event,Name,, 尼格尔曼,Spawn of the Shadows
Event_80614_Desc,bsoj,s事件_Event_A.csv,1187,Event,Desc,,「闭嘴闭嘴，难听死了。」\n黑猫人性化地捂着耳朵。\n「人类，你的猫语真得很差，说得什么乱七八糟的话！」\n虽然嘴上这么说着，但黑猫的神色却平和下来。\n「看在你喵喵叫取悦我的份上，送你个礼物吧。」\n「至于礼物的内容，取决于你的运气。」,"""Shut up, shut up, you sound terrible.""\nThe black cat covers its ears with its paws in a uniquely human manner.\n""Human, your cat-speak is very poor, what you're saying makes no sense!""\nThough it says this, the expression of the black cat softens.\n""Given that you meowed to please me, I shall leave you with a gift.""\n""As for the content of the gift, it depends on your luck."""
Event_80623_Name,bsqo,s事件_Event_A.csv,1188,Event,Name,, 尼格尔曼,Spawn of the Shadows
Event_80623_Desc,bsqn,s事件_Event_A.csv,1188,Event,Desc,,「你、你……」\n「哼，手法还不赖嘛，这次就算你过关。下次可没那么容易！」\n黑猫一跃，轻巧地跑远了。,"""You, you......""\n""Hmph, not bad with the technique. This time, you pass. Next time won't be so easy!""\nThe black cat leaps away nimbly, and the others disperse to follow suit."
Event_6996_ChoiceDesc1,azhL,s事件_Event_A.csv,1189,Event,ChoiceDesc1,,【进行试炼】感染「(Skill.Arg1)」，胜利获得1个黄金造物，失败获得50黑印,"[Initiate Trial] Develop ""(Skill.Arg1)""; Win a Golden Relic if victorious, or 50 Black Sigils upon failure."
Event_6996_ChoiceDesc2,azhM,s事件_Event_A.csv,1189,Event,ChoiceDesc2,,【离开】获得50黑印,[Leave] Acquire 50 Black Sigils
Event_7389_ChoiceDesc1,aATX,s事件_Event_A.csv,1190,Event,ChoiceDesc1,,【领取】获得3选1黄金造物,[Receive] Acquire 1 out of 3 Golden Relics
Event_7386_ChoiceDesc1,aATn,s事件_Event_A.csv,1191,Event,ChoiceDesc1,,【领取】获得3选1黄金造物,[Receive] Acquire 1 out of 3 Golden Relics
Event_7232_ChoiceDesc1,aAjL,s事件_Event_A.csv,1192,Event,ChoiceDesc1,,【进行试炼】感染「(Skill.Arg1)」，胜利获得黄金造物，失败获得50黑印,"[Initiate Trial] Develop ""(Skill.Arg1)""; Win a Golden Relic if victorious, or 50 Black Sigils upon failure."
Event_7232_ChoiceDesc2,aAjM,s事件_Event_A.csv,1192,Event,ChoiceDesc2,,【离开】获得50黑印,[Leave] Acquire 50 Black Sigils
Event_6873_ChoiceDesc1,ayEv,s事件_Event_A.csv,1193,Event,ChoiceDesc1,,【领取】获得3选1黄金造物,[Receive] Acquire 1 out of 3 Golden Relics
Event_7155_ChoiceDesc1,azSH,s事件_Event_A.csv,1194,Event,ChoiceDesc1,,【领取】获得50黑印,[Claim] Acquire 50 Black Sigils
Event_6995_ChoiceDesc1,azhz,s事件_Event_A.csv,1195,Event,ChoiceDesc1,,【置若罔闻】感染「(Skill.Arg1)」,"[Ignore It] Acquire a Relic, but develop the Symptom ""(Skill.Arg1)"""
Event_7140_ChoiceDesc1,azPj,s事件_Event_A.csv,1198,Event,ChoiceDesc1,,【放下捂耳的双手】感染「(Skill.Arg1)」，选择获取一个奖励,"[Lower Your Hands] Develop the Symptom ""(Skill.Arg1)"", and choose a reward"
Event_7140_ChoiceDesc2,azPk,s事件_Event_A.csv,1198,Event,ChoiceDesc2,,【抓住一只乌鸦】获得「(Skill.Arg1)」，选择获取一个奖励,"[Catch a Crow] Develop the Symptom ""(Skill.Arg1)"", and choose a reward"
Event_7140_ChoiceDesc3,azPl,s事件_Event_A.csv,1198,Event,ChoiceDesc3,,【闭上双眼】获得50黑印,[Close Your Eyes] Acquire 50 Black Sigils
Event_7359_ChoiceDesc1,aANb,s事件_Event_A.csv,1199,Event,ChoiceDesc1,,【继续捂住耳朵】获得狂气值最高的唤醒体狂气值等同数量黑印(Arg1),[Keep Covering Ears] Acquire Arg1 Black Sigils; an amount equal to the highest Aliemus value of an Awakener.
Event_7359_ChoiceDesc2,aANc,s事件_Event_A.csv,1199,Event,ChoiceDesc2,,【继续捂住耳朵】回复(Arg1)点生命，拥有的黑印将提高回复量,[Keep Covering Ears] Recover Arg1 HP; an amount increased by the number of Black Sigils owned.
Event_7360_ChoiceDesc1,aANn,s事件_Event_A.csv,1202,Event,ChoiceDesc1,,【抓住一只乌鸦】每拥有1名已觉醒唤醒体获得25黑印,[Catch a Crow] Acquire 25 Black Sigils for each Roused Awakener.
Event_7360_ChoiceDesc2,aANo,s事件_Event_A.csv,1202,Event,ChoiceDesc2,,【发出尖啸】选择觉醒1名唤醒体并对其觉醒卡添加「固有」与「保留」效果,"[Howl] Choose a Rouse card in your deck and affix ""Innate"" to it."
Event_74251_ChoiceDesc1,aBmH,s事件_Event_A.csv,1206,Event,ChoiceDesc1,,【前进】从牌库中随机获取3张指令卡，选择1张卡进行删除，获得75黑印,"[Advance] Destroy 1 of 3 Command cards, and acquire 75 Black Sigils."
Event_74251_ChoiceDesc2,aBmI,s事件_Event_A.csv,1206,Event,ChoiceDesc2,,【歇息】从牌库中随机获取3张指令卡，选择1张卡的原始复制进入牌库，获得25黑印,"[Rest] Duplicate 1 of 3 Command cards, and acquire 25 Black Sigils."
Event_74251_ChoiceDesc3,aBmJ,s事件_Event_A.csv,1206,Event,ChoiceDesc3,,【回望】获得50黑印,[Look Back] Acquire 50 Black Sigils
Event_7205_ChoiceDesc1,aAej,s事件_Event_A.csv,1210,Event,ChoiceDesc1,,【检查碎片】从牌库中随机获取3张指令卡，选择1张卡进行删除，获得75黑印,"[Check Fragment] Destroy 1 of 3 Command cards, and acquire 75 Black Sigils."
Event_7205_ChoiceDesc2,aAek,s事件_Event_A.csv,1210,Event,ChoiceDesc2,,【询问朵尔】从牌库中随机获取3张指令卡，选择1张卡的原始复制进入牌库，获得25黑印,"[Ask Doll] Duplicate 1 of 3 Command cards, and acquire 25 Black Sigils."
Event_7205_ChoiceDesc3,aAel,s事件_Event_A.csv,1210,Event,ChoiceDesc3,,【无视】获得50黑印,[Disregard] Acquire 50 Black Sigils
Event_7000_ChoiceDesc1,aziH,s事件_Event_A.csv,1214,Event,ChoiceDesc1,,【置若罔闻】从牌库中随机获取3张指令卡，选择1张卡进行删除，获得75黑印,"[Turn a Deaf Ear] Destroy 1 of 3 Command cards, and acquire 75 Black Sigils."
Event_7000_ChoiceDesc2,aziI,s事件_Event_A.csv,1214,Event,ChoiceDesc2,,【谨慎检查】从牌库中随机获取3张指令卡，选择1张卡的原始复制进入牌库，获得25黑印,"[Carefully Inspect] Duplicate 1 of 3 Command cards, and acquire 25 Black Sigils."
Event_7000_ChoiceDesc3,aziJ,s事件_Event_A.csv,1214,Event,ChoiceDesc3,,【转身离开】获得50黑印,[Turn and Leave] Acquire 50 Black Sigils
Event_6999_ChoiceDesc1,aziv,s事件_Event_A.csv,1218,Event,ChoiceDesc1,,【放任指针】获得黄金造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Let Pointer] Acquire the Golden Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)""."
Event_6999_ChoiceDesc2,aziw,s事件_Event_A.csv,1218,Event,ChoiceDesc2,,【摁住指针】获得黄金造物「(RelicConfig.Arg1)」，感染「(Skill.Arg2)」,"[Hold Pointer] Acquire the Golden Relic ""(RelicConfig.Arg1)"", but develop ""(Skill.Arg2)""."
Event_6999_ChoiceDesc3,azix,s事件_Event_A.csv,1218,Event,ChoiceDesc3,,【离开】获得50黑印,[Leave] Acquire 50 Black Sigils
Event_6998_ChoiceDesc1,azij,s事件_Event_A.csv,1221,Event,ChoiceDesc1,,【关于达芙黛尔】随机2张指令卡分别获得刻印：「(EnchantConfig.Arg1)」，「(EnchantConfig.Arg2)」,"[About Daffodil] Engrave the Orisons ""(EnchantConfig.Arg1)"" and ""(EnchantConfig.Arg2)"" on 2 random Command cards."
Event_6998_ChoiceDesc2,azik,s事件_Event_A.csv,1221,Event,ChoiceDesc2,,【关于地狱犬】获得诅咒造物「(RelicConfig.Arg1)」,"[About Hellhound] Acquire the Cursed Relic ""(RelicConfig.Arg1)"""
Event_6998_ChoiceDesc3,azil,s事件_Event_A.csv,1221,Event,ChoiceDesc3,,【关于莉莉】感染「(Skill.Arg1)」,"[About Lily] Develop the Symptom ""(Skill.Arg1)"""
Event_7417_ChoiceDesc1,aBiX,s事件_Event_A.csv,1224,Event,ChoiceDesc1,,【离开】你失去了(Arg1)点生命，感染「(Skill.Arg2)」,"[Leave] Lose Arg1 HP, and develop the Symptom ""(Skill.Arg2)""."
Event_7525_ChoiceDesc1,aBMz,s事件_Event_A.csv,1225,Event,ChoiceDesc1,,【坚持询问】感染「(Skill.Arg1)」,"[Keep Asking] Develop the Symptom ""(Skill.Arg1)"""
Event_7525_ChoiceDesc2,aBMA,s事件_Event_A.csv,1225,Event,ChoiceDesc2,,【放弃询问】选择1张卡牌删除,[Abandon Inquiry] Destroy a Card
Event_7524_ChoiceDesc1,aBMn,s事件_Event_A.csv,1228,Event,ChoiceDesc1,,【聆听】获得3选1黄金造物,[Listen] Acquire 1 out of 3 Golden Relics
Event_7113_ChoiceDesc1,azIX,s事件_Event_A.csv,1230,Event,ChoiceDesc1,,【侧耳倾听】感染「(Skill.Arg1)」，获得诅咒造物-「(RelicConfig.Arg2)」,"[Listen Closely] Acquire the Cursed Relic ""(RelicConfig.Arg2)"", but develop ""(Skill.Arg1)""."
Event_7113_ChoiceDesc2,azIY,s事件_Event_A.csv,1230,Event,ChoiceDesc2,,【做出改变】选择销毁1个造物，获得1个奖励,[Make a Change] Destroy a Relic and gain a reward.
Event_7113_ChoiceDesc3,azIZ,s事件_Event_A.csv,1230,Event,ChoiceDesc3,,【离开】获得50黑印,[Leave] Acquire 50 Black Sigils
Event_7482_ChoiceDesc1,aBCD,s事件_Event_A.csv,1231,Event,ChoiceDesc1,,【获得100黑印】,[Tune] Acquire 100 Black Sigils
Event_7482_ChoiceDesc2,aBCE,s事件_Event_A.csv,1231,Event,ChoiceDesc2,,【随机2张指令卡获得高级刻印：「(EnchantConfig.Arg1)」】,"[Resonate] Engrave the Orison ""(EnchantConfig.Arg1)"" on 2 random Command cards."
Event_6993_ChoiceDesc1,azhb,s事件_Event_A.csv,1234,Event,ChoiceDesc1,,【掐住歌者的喉咙】感染「(Skill.Arg1)」，获得诅咒造物「(RelicConfig.Arg2)」,"[Choke the Singer] Acquire the Cursed Relic ""(RelicConfig.Arg2)"", but develop ""(Skill.Arg1)""."
Event_6993_ChoiceDesc2,azhc,s事件_Event_A.csv,1234,Event,ChoiceDesc2,,【绊倒舞者的步伐】感染两次「(Skill.Arg1)」，获得白银造物「(RelicConfig.Arg2)」以及「(RelicConfig.Arg3)」,"[Stumbling Dancer's Steps] Acquire the Silver Relics ""(RelicConfig.Arg2)"" and ""(RelicConfig.Arg3)"", but develop ""(Skill.Arg1)"" twice."
Event_6993_ChoiceDesc3,azhd,s事件_Event_A.csv,1234,Event,ChoiceDesc3,,【绕路离开】获得白银造物「(RelicConfig.Arg1)」,"[Take a Detour] Acquire the Silver Relic ""(RelicConfig.Arg1)"""
Event_80641_ChoiceDesc1,bstS,s事件_Event_A.csv,1237,Event,ChoiceDesc1,,【呵斥「他们」】感染「(Skill.Arg1)」，获得诅咒造物「(RelicConfig.Arg2)」,"[Scold 'them'] Acquire the Cursed Relic ""(RelicConfig.Arg2)"", but develop ""(Skill.Arg1)""."
Event_80641_ChoiceDesc2,bstT,s事件_Event_A.csv,1237,Event,ChoiceDesc2,,【驱赶「他们」】感染两次「(Skill.Arg1)」，获得白银造物「(RelicConfig.Arg2)」以及「(RelicConfig.Arg3)」,"[Drive 'them' away] Acquire the Silver Relics ""(RelicConfig.Arg2)"" and ""(RelicConfig.Arg3)"", but develop ""(Skill.Arg1)"" twice."
Event_80641_ChoiceDesc3,bstU,s事件_Event_A.csv,1237,Event,ChoiceDesc3,,【攻击「他们」】获得白银造物「(RelicConfig.Arg1)」,"[Attack 'them'] Acquire the Silver Relic ""(RelicConfig.Arg1)"""
Event_7095_ChoiceDesc1,azEP,s事件_Event_A.csv,1241,Event,ChoiceDesc1,,【袭击持匕者】感染「(Skill.Arg1)」，获得诅咒造物「(RelicConfig.Arg2)」,"[Attack Dagger Holder] Acquire the Cursed Relic ""(RelicConfig.Arg2)"", but develop ""(Skill.Arg1)""."
Event_7095_ChoiceDesc2,azEQ,s事件_Event_A.csv,1241,Event,ChoiceDesc2,,【埋伏持刀者】感染两次「(Skill.Arg1)」，获得白银造物「(RelicConfig.Arg2)」以及「(RelicConfig.Arg3)」,"[Ambush the Armed] Acquire the Silver Relics ""(RelicConfig.Arg2)"" and ""(RelicConfig.Arg3)"", but develop ""(Skill.Arg1)"" twice."
Event_7095_ChoiceDesc3,azER,s事件_Event_A.csv,1241,Event,ChoiceDesc3,,【绊倒持矛者】获得白银造物「(RelicConfig.Arg1)」,"[Trip the spear holder] Acquire the Silver Relic ""(RelicConfig.Arg1)"""
Event_59639_ChoiceDesc1,aygj,s事件_Event_A.csv,1245,Event,ChoiceDesc1,,【怀疑】感染「(Skill.Arg1)」，获得诅咒造物「(RelicConfig.Arg2)」,"[Suspect] Acquire the Cursed Relic ""(RelicConfig.Arg2)"", but develop ""(Skill.Arg1)""."
